option,recall_images,target_image,hit,image_rank,is_top10
a messy computer desk with a pc and a laptop,"['unlabeled2017/000000374096.jpg', 'unlabeled2017/000000121973.jpg', 'unlabeled2017/000000111351.jpg', 'unlabeled2017/000000553144.jpg', 'unlabeled2017/000000134352.jpg', 'unlabeled2017/000000159120.jpg', 'unlabeled2017/000000024382.jpg', 'unlabeled2017/000000492463.jpg', 'unlabeled2017/000000487960.jpg', 'unlabeled2017/000000017193.jpg']",unlabeled2017/000000487960.jpg,True,2,1
a living room with black furniture and a dining room behind it,"['unlabeled2017/000000266592.jpg', 'unlabeled2017/000000209117.jpg', 'unlabeled2017/000000208785.jpg', 'unlabeled2017/000000095248.jpg', 'unlabeled2017/000000378242.jpg', 'unlabeled2017/000000566801.jpg', 'unlabeled2017/000000378763.jpg', 'unlabeled2017/000000062343.jpg', 'unlabeled2017/000000101226.jpg', 'unlabeled2017/000000501399.jpg']",unlabeled2017/000000266592.jpg,True,59,0
man on a bicycle going down the road towards a yellow cab,"['unlabeled2017/000000271015.jpg', 'unlabeled2017/000000329905.jpg', 'unlabeled2017/000000044894.jpg', 'unlabeled2017/000000269686.jpg', 'unlabeled2017/000000549600.jpg', 'unlabeled2017/000000226535.jpg', 'unlabeled2017/000000383716.jpg', 'unlabeled2017/000000274550.jpg', 'unlabeled2017/000000491086.jpg', 'unlabeled2017/000000361754.jpg']",unlabeled2017/000000044894.jpg,True,0,1
the boats are positioned on the clear blue body of water,"['unlabeled2017/000000522549.jpg', 'unlabeled2017/000000254188.jpg', 'unlabeled2017/000000385129.jpg', 'unlabeled2017/000000328911.jpg', 'unlabeled2017/000000498888.jpg', 'unlabeled2017/000000466415.jpg', 'unlabeled2017/000000027400.jpg', 'unlabeled2017/000000338372.jpg', 'unlabeled2017/000000087423.jpg', 'unlabeled2017/000000423793.jpg']",unlabeled2017/000000423793.jpg,True,13,0
a woman in a swimsuit holding a long orange surfboard on a beach,"['unlabeled2017/000000238593.jpg', 'unlabeled2017/000000425896.jpg', 'unlabeled2017/000000555980.jpg', 'unlabeled2017/000000576311.jpg', 'unlabeled2017/000000460891.jpg', 'unlabeled2017/000000398449.jpg', 'unlabeled2017/000000418529.jpg', 'unlabeled2017/000000501170.jpg', 'unlabeled2017/000000276923.jpg', 'unlabeled2017/000000290625.jpg']",unlabeled2017/000000238593.jpg,True,3,1
bottom of a ski hill with people and skies everywhere,"['unlabeled2017/000000110686.jpg', 'unlabeled2017/000000538867.jpg', 'unlabeled2017/000000581082.jpg', 'unlabeled2017/000000535230.jpg', 'unlabeled2017/000000464158.jpg', 'unlabeled2017/000000001839.jpg', 'unlabeled2017/000000470765.jpg', 'unlabeled2017/000000040391.jpg', 'unlabeled2017/000000381800.jpg', 'unlabeled2017/000000247001.jpg']",unlabeled2017/000000247001.jpg,True,119,0
an overhead street light that is green during the dusk part of the day with a building in the background,"['unlabeled2017/000000340600.jpg', 'unlabeled2017/000000296772.jpg', 'unlabeled2017/000000266980.jpg', 'unlabeled2017/000000524281.jpg', 'unlabeled2017/000000438724.jpg', 'unlabeled2017/000000443027.jpg', 'unlabeled2017/000000275987.jpg', 'unlabeled2017/000000446963.jpg', 'unlabeled2017/000000237793.jpg', 'unlabeled2017/000000123577.jpg']",unlabeled2017/000000123577.jpg,True,31,0
a couple of slices of pizza with a couple of slices of garlic bread on a square plate,"['unlabeled2017/000000554403.jpg', 'unlabeled2017/000000513709.jpg', 'unlabeled2017/000000493810.jpg', 'unlabeled2017/000000340974.jpg', 'unlabeled2017/000000249410.jpg', 'unlabeled2017/000000195924.jpg', 'unlabeled2017/000000333148.jpg', 'unlabeled2017/000000039755.jpg', 'unlabeled2017/000000398836.jpg', 'unlabeled2017/000000251774.jpg']",unlabeled2017/000000333148.jpg,True,0,1
2 small fishing ships dock on a wooded piece of land in a serene looking village,"['unlabeled2017/000000346414.jpg', 'unlabeled2017/000000255347.jpg', 'unlabeled2017/000000095453.jpg', 'unlabeled2017/000000411374.jpg', 'unlabeled2017/000000440683.jpg', 'unlabeled2017/000000236207.jpg', 'unlabeled2017/000000504463.jpg', 'unlabeled2017/000000471412.jpg', 'unlabeled2017/000000134184.jpg', 'unlabeled2017/000000039271.jpg']",unlabeled2017/000000255347.jpg,True,47,0
2 guys stand in the sand with another guy behind them and a dog,"['unlabeled2017/000000088674.jpg', 'unlabeled2017/000000271459.jpg', 'unlabeled2017/000000332972.jpg', 'unlabeled2017/000000373671.jpg', 'unlabeled2017/000000384330.jpg', 'unlabeled2017/000000431239.jpg', 'unlabeled2017/000000014605.jpg', 'unlabeled2017/000000443703.jpg', 'unlabeled2017/000000249228.jpg', 'unlabeled2017/000000190134.jpg']",unlabeled2017/000000190134.jpg,True,5,1
a cat sitting at the door while looking outside,"['unlabeled2017/000000035832.jpg', 'unlabeled2017/000000150396.jpg', 'unlabeled2017/000000215430.jpg', 'unlabeled2017/000000370365.jpg', 'unlabeled2017/000000445886.jpg', 'unlabeled2017/000000051754.jpg', 'unlabeled2017/000000391599.jpg', 'unlabeled2017/000000053775.jpg', 'unlabeled2017/000000316893.jpg', 'unlabeled2017/000000093813.jpg']",unlabeled2017/000000035832.jpg,True,0,1
a person is holding up a slice of broccoli pizza,"['unlabeled2017/000000515472.jpg', 'unlabeled2017/000000397201.jpg', 'unlabeled2017/000000122433.jpg', 'unlabeled2017/000000353958.jpg', 'unlabeled2017/000000002557.jpg', 'unlabeled2017/000000560903.jpg', 'unlabeled2017/000000158007.jpg', 'unlabeled2017/000000359350.jpg', 'unlabeled2017/000000474455.jpg', 'unlabeled2017/000000260286.jpg']",unlabeled2017/000000260286.jpg,True,11,0
a man in a green shirt is holding up a cell phone,"['unlabeled2017/000000478963.jpg', 'unlabeled2017/000000500095.jpg', 'unlabeled2017/000000209209.jpg', 'unlabeled2017/000000517977.jpg', 'unlabeled2017/000000143389.jpg', 'unlabeled2017/000000097695.jpg', 'unlabeled2017/000000581155.jpg', 'unlabeled2017/000000255059.jpg', 'unlabeled2017/000000010424.jpg', 'unlabeled2017/000000301275.jpg']",unlabeled2017/000000301275.jpg,True,274,0
a toilet with a trash can to 1 side and a toilet cleaning brush in it's stand on the other,"['unlabeled2017/000000341565.jpg', 'unlabeled2017/000000426804.jpg', 'unlabeled2017/000000487027.jpg', 'unlabeled2017/000000318143.jpg', 'unlabeled2017/000000123400.jpg', 'unlabeled2017/000000351001.jpg', 'unlabeled2017/000000151295.jpg', 'unlabeled2017/000000117473.jpg', 'unlabeled2017/000000412412.jpg', 'unlabeled2017/000000477171.jpg']",unlabeled2017/000000477171.jpg,True,100,0
a man is jumping in the air while a skateboard is under him,"['unlabeled2017/000000093640.jpg', 'unlabeled2017/000000446606.jpg', 'unlabeled2017/000000128771.jpg', 'unlabeled2017/000000077267.jpg', 'unlabeled2017/000000340513.jpg', 'unlabeled2017/000000093235.jpg', 'unlabeled2017/000000111947.jpg', 'unlabeled2017/000000294115.jpg', 'unlabeled2017/000000577350.jpg', 'unlabeled2017/000000515413.jpg']",unlabeled2017/000000515413.jpg,True,829,0
a small child swinging a baseball bat by home plate,"['unlabeled2017/000000164204.jpg', 'unlabeled2017/000000540755.jpg', 'unlabeled2017/000000292400.jpg', 'unlabeled2017/000000003844.jpg', 'unlabeled2017/000000222473.jpg', 'unlabeled2017/000000259275.jpg', 'unlabeled2017/000000348124.jpg', 'unlabeled2017/000000381365.jpg', 'unlabeled2017/000000412839.jpg', 'unlabeled2017/000000022101.jpg']",unlabeled2017/000000259275.jpg,True,8,1
a neat kitchen with white cabinets and black surfaces,"['unlabeled2017/000000141739.jpg', 'unlabeled2017/000000206690.jpg', 'unlabeled2017/000000307434.jpg', 'unlabeled2017/000000236751.jpg', 'unlabeled2017/000000028744.jpg', 'unlabeled2017/000000254521.jpg', 'unlabeled2017/000000054408.jpg', 'unlabeled2017/000000542075.jpg', 'unlabeled2017/000000302628.jpg', 'unlabeled2017/000000190235.jpg']",unlabeled2017/000000190235.jpg,True,118,0
a woman and a boy are standing in an old white boat that is in dry dock,"['unlabeled2017/000000040217.jpg', 'unlabeled2017/000000267989.jpg', 'unlabeled2017/000000133117.jpg', 'unlabeled2017/000000301552.jpg', 'unlabeled2017/000000178015.jpg', 'unlabeled2017/000000289372.jpg', 'unlabeled2017/000000298045.jpg', 'unlabeled2017/000000506747.jpg', 'unlabeled2017/000000328911.jpg', 'unlabeled2017/000000234701.jpg']",unlabeled2017/000000301552.jpg,True,0,1
2 sheep laying next to a building with capes,"['unlabeled2017/000000552347.jpg', 'unlabeled2017/000000561665.jpg', 'unlabeled2017/000000275424.jpg', 'unlabeled2017/000000386002.jpg', 'unlabeled2017/000000236472.jpg', 'unlabeled2017/000000377293.jpg', 'unlabeled2017/000000387623.jpg', 'unlabeled2017/000000479807.jpg', 'unlabeled2017/000000081010.jpg', 'unlabeled2017/000000147038.jpg']",unlabeled2017/000000147038.jpg,True,0,1
clothes lay in front of a window on a sunny day,"['unlabeled2017/000000554851.jpg', 'unlabeled2017/000000022392.jpg', 'unlabeled2017/000000390039.jpg', 'unlabeled2017/000000267002.jpg', 'unlabeled2017/000000467143.jpg', 'unlabeled2017/000000331412.jpg', 'unlabeled2017/000000166689.jpg', 'unlabeled2017/000000470287.jpg', 'unlabeled2017/000000517404.jpg', 'unlabeled2017/000000488471.jpg']",unlabeled2017/000000488471.jpg,True,10,0
a young man is looking into the camera while tightening his tie,"['unlabeled2017/000000340691.jpg', 'unlabeled2017/000000485714.jpg', 'unlabeled2017/000000324613.jpg', 'unlabeled2017/000000450508.jpg', 'unlabeled2017/000000331718.jpg', 'unlabeled2017/000000008843.jpg', 'unlabeled2017/000000296082.jpg', 'unlabeled2017/000000009619.jpg', 'unlabeled2017/000000292502.jpg', 'unlabeled2017/000000019001.jpg']",unlabeled2017/000000019001.jpg,True,73,0
a sign by a train track warns of trains,"['unlabeled2017/000000209319.jpg', 'unlabeled2017/000000330134.jpg', 'unlabeled2017/000000405415.jpg', 'unlabeled2017/000000499505.jpg', 'unlabeled2017/000000537930.jpg', 'unlabeled2017/000000127860.jpg', 'unlabeled2017/000000164761.jpg', 'unlabeled2017/000000045322.jpg', 'unlabeled2017/000000090954.jpg', 'unlabeled2017/000000062340.jpg']",unlabeled2017/000000537930.jpg,True,4,1
a group of zebra grazing in a field,"['unlabeled2017/000000022851.jpg', 'unlabeled2017/000000538567.jpg', 'unlabeled2017/000000112195.jpg', 'unlabeled2017/000000473897.jpg', 'unlabeled2017/000000338335.jpg', 'unlabeled2017/000000265714.jpg', 'unlabeled2017/000000401955.jpg', 'unlabeled2017/000000204699.jpg', 'unlabeled2017/000000477776.jpg', 'unlabeled2017/000000290919.jpg']",unlabeled2017/000000290919.jpg,True,24,0
a bull outside a shop in a city,"['unlabeled2017/000000403011.jpg', 'unlabeled2017/000000112383.jpg', 'unlabeled2017/000000213339.jpg', 'unlabeled2017/000000520400.jpg', 'unlabeled2017/000000197542.jpg', 'unlabeled2017/000000418303.jpg', 'unlabeled2017/000000421420.jpg', 'unlabeled2017/000000366462.jpg', 'unlabeled2017/000000057364.jpg', 'unlabeled2017/000000201576.jpg']",unlabeled2017/000000403011.jpg,True,2,1
3 giraffes standing inside of a zoo enclosure,"['unlabeled2017/000000580285.jpg', 'unlabeled2017/000000463570.jpg', 'unlabeled2017/000000335949.jpg', 'unlabeled2017/000000444963.jpg', 'unlabeled2017/000000445205.jpg', 'unlabeled2017/000000287010.jpg', 'unlabeled2017/000000460162.jpg', 'unlabeled2017/000000050613.jpg', 'unlabeled2017/000000036357.jpg', 'unlabeled2017/000000453121.jpg']",unlabeled2017/000000453121.jpg,True,260,0
a woman herding her sheep along a path,"['unlabeled2017/000000001894.jpg', 'unlabeled2017/000000022733.jpg', 'unlabeled2017/000000428250.jpg', 'unlabeled2017/000000269304.jpg', 'unlabeled2017/000000308171.jpg', 'unlabeled2017/000000574438.jpg', 'unlabeled2017/000000389321.jpg', 'unlabeled2017/000000345613.jpg', 'unlabeled2017/000000271019.jpg', 'unlabeled2017/000000311638.jpg']",unlabeled2017/000000311638.jpg,True,3,1
a red cardinal is perched on top of a tree,"['unlabeled2017/000000479692.jpg', 'unlabeled2017/000000227080.jpg', 'unlabeled2017/000000161797.jpg', 'unlabeled2017/000000205702.jpg', 'unlabeled2017/000000177794.jpg', 'unlabeled2017/000000387491.jpg', 'unlabeled2017/000000403735.jpg', 'unlabeled2017/000000373250.jpg', 'unlabeled2017/000000522714.jpg', 'unlabeled2017/000000386455.jpg']",unlabeled2017/000000479692.jpg,True,0,1
man in blue shirt playing tennis on a blue court,"['unlabeled2017/000000092325.jpg', 'unlabeled2017/000000455584.jpg', 'unlabeled2017/000000146526.jpg', 'unlabeled2017/000000145173.jpg', 'unlabeled2017/000000407429.jpg', 'unlabeled2017/000000017302.jpg', 'unlabeled2017/000000253744.jpg', 'unlabeled2017/000000320263.jpg', 'unlabeled2017/000000054114.jpg', 'unlabeled2017/000000211229.jpg']",unlabeled2017/000000211229.jpg,True,166,0
a small bedroom with a hall with laundry in the background,"['unlabeled2017/000000207493.jpg', 'unlabeled2017/000000266173.jpg', 'unlabeled2017/000000069908.jpg', 'unlabeled2017/000000029135.jpg', 'unlabeled2017/000000180108.jpg', 'unlabeled2017/000000338676.jpg', 'unlabeled2017/000000149986.jpg', 'unlabeled2017/000000294788.jpg', 'unlabeled2017/000000410477.jpg', 'unlabeled2017/000000426407.jpg']",unlabeled2017/000000426407.jpg,True,69,0
the table is set and empty in the room,"['unlabeled2017/000000059851.jpg', 'unlabeled2017/000000570625.jpg', 'unlabeled2017/000000430511.jpg', 'unlabeled2017/000000217065.jpg', 'unlabeled2017/000000209702.jpg', 'unlabeled2017/000000063760.jpg', 'unlabeled2017/000000422417.jpg', 'unlabeled2017/000000378763.jpg', 'unlabeled2017/000000336008.jpg', 'unlabeled2017/000000026494.jpg']",unlabeled2017/000000026494.jpg,True,215,0
a white toilet sits in a white room with scribblings on the wall above it,"['unlabeled2017/000000519699.jpg', 'unlabeled2017/000000394651.jpg', 'unlabeled2017/000000204190.jpg', 'unlabeled2017/000000060220.jpg', 'unlabeled2017/000000151295.jpg', 'unlabeled2017/000000052942.jpg', 'unlabeled2017/000000380052.jpg', 'unlabeled2017/000000285823.jpg', 'unlabeled2017/000000433364.jpg', 'unlabeled2017/000000319185.jpg']",unlabeled2017/000000519699.jpg,True,0,1
a clock with a rose on its corner sits on the wall,"['unlabeled2017/000000495544.jpg', 'unlabeled2017/000000446567.jpg', 'unlabeled2017/000000452116.jpg', 'unlabeled2017/000000415687.jpg', 'unlabeled2017/000000153766.jpg', 'unlabeled2017/000000481288.jpg', 'unlabeled2017/000000418277.jpg', 'unlabeled2017/000000338909.jpg', 'unlabeled2017/000000321507.jpg', 'unlabeled2017/000000378443.jpg']",unlabeled2017/000000446567.jpg,True,1,1
a woman wearing a red hat is playing tennis,"['unlabeled2017/000000313196.jpg', 'unlabeled2017/000000532265.jpg', 'unlabeled2017/000000462511.jpg', 'unlabeled2017/000000445376.jpg', 'unlabeled2017/000000261394.jpg', 'unlabeled2017/000000443510.jpg', 'unlabeled2017/000000455584.jpg', 'unlabeled2017/000000487465.jpg', 'unlabeled2017/000000529941.jpg', 'unlabeled2017/000000413189.jpg']",unlabeled2017/000000443510.jpg,True,37,0
an assortment of different foods on a table,"['unlabeled2017/000000479247.jpg', 'unlabeled2017/000000422000.jpg', 'unlabeled2017/000000463192.jpg', 'unlabeled2017/000000551619.jpg', 'unlabeled2017/000000214325.jpg', 'unlabeled2017/000000002031.jpg', 'unlabeled2017/000000189513.jpg', 'unlabeled2017/000000438056.jpg', 'unlabeled2017/000000279739.jpg', 'unlabeled2017/000000179535.jpg']",unlabeled2017/000000179535.jpg,True,82,0
a police officer riding a brown horse during the day,"['unlabeled2017/000000012481.jpg', 'unlabeled2017/000000170745.jpg', 'unlabeled2017/000000257342.jpg', 'unlabeled2017/000000580725.jpg', 'unlabeled2017/000000108741.jpg', 'unlabeled2017/000000363183.jpg', 'unlabeled2017/000000397123.jpg', 'unlabeled2017/000000213544.jpg', 'unlabeled2017/000000344752.jpg', 'unlabeled2017/000000517876.jpg']",unlabeled2017/000000213544.jpg,True,14,0
a dark brown door set inside a rocky building,"['unlabeled2017/000000225839.jpg', 'unlabeled2017/000000022555.jpg', 'unlabeled2017/000000313149.jpg', 'unlabeled2017/000000528322.jpg', 'unlabeled2017/000000539608.jpg', 'unlabeled2017/000000353580.jpg', 'unlabeled2017/000000468842.jpg', 'unlabeled2017/000000533355.jpg', 'unlabeled2017/000000348862.jpg', 'unlabeled2017/000000321201.jpg']",unlabeled2017/000000321201.jpg,True,68,0
a man thrusts his hand forward with a wii remote,"['unlabeled2017/000000493824.jpg', 'unlabeled2017/000000129204.jpg', 'unlabeled2017/000000085999.jpg', 'unlabeled2017/000000013329.jpg', 'unlabeled2017/000000213089.jpg', 'unlabeled2017/000000381634.jpg', 'unlabeled2017/000000329288.jpg', 'unlabeled2017/000000285297.jpg', 'unlabeled2017/000000175571.jpg', 'unlabeled2017/000000477224.jpg']",unlabeled2017/000000477224.jpg,True,449,0
a bowl of soup with carrots and peppers,"['unlabeled2017/000000069612.jpg', 'unlabeled2017/000000514233.jpg', 'unlabeled2017/000000169899.jpg', 'unlabeled2017/000000155436.jpg', 'unlabeled2017/000000020531.jpg', 'unlabeled2017/000000281511.jpg', 'unlabeled2017/000000246178.jpg', 'unlabeled2017/000000301819.jpg', 'unlabeled2017/000000029823.jpg', 'unlabeled2017/000000434695.jpg']",unlabeled2017/000000434695.jpg,True,23,0
multiple boats traveling down a river with a large city behind it,"['unlabeled2017/000000549976.jpg', 'unlabeled2017/000000492199.jpg', 'unlabeled2017/000000380890.jpg', 'unlabeled2017/000000575632.jpg', 'unlabeled2017/000000558930.jpg', 'unlabeled2017/000000257641.jpg', 'unlabeled2017/000000293601.jpg', 'unlabeled2017/000000524060.jpg', 'unlabeled2017/000000554554.jpg', 'unlabeled2017/000000034885.jpg']",unlabeled2017/000000034885.jpg,True,2,1
the back of 1 and the side of 2 yellow school buses,"['unlabeled2017/000000260614.jpg', 'unlabeled2017/000000357589.jpg', 'unlabeled2017/000000353633.jpg', 'unlabeled2017/000000082560.jpg', 'unlabeled2017/000000187224.jpg', 'unlabeled2017/000000248677.jpg', 'unlabeled2017/000000398249.jpg', 'unlabeled2017/000000058277.jpg', 'unlabeled2017/000000040324.jpg', 'unlabeled2017/000000349326.jpg']",unlabeled2017/000000349326.jpg,True,33,0
"some people, motorcycles, plants, and cars are outside in a parking lot","['unlabeled2017/000000472765.jpg', 'unlabeled2017/000000092782.jpg', 'unlabeled2017/000000105614.jpg', 'unlabeled2017/000000540251.jpg', 'unlabeled2017/000000390025.jpg', 'unlabeled2017/000000448595.jpg', 'unlabeled2017/000000511118.jpg', 'unlabeled2017/000000141136.jpg', 'unlabeled2017/000000147668.jpg', 'unlabeled2017/000000140602.jpg']",unlabeled2017/000000140602.jpg,True,13,0
"in the mirror, you can the bedside table, lamp and bed","['unlabeled2017/000000134224.jpg', 'unlabeled2017/000000359411.jpg', 'unlabeled2017/000000211411.jpg', 'unlabeled2017/000000519862.jpg', 'unlabeled2017/000000336847.jpg', 'unlabeled2017/000000355076.jpg', 'unlabeled2017/000000016330.jpg', 'unlabeled2017/000000529681.jpg', 'unlabeled2017/000000051446.jpg', 'unlabeled2017/000000284587.jpg']",unlabeled2017/000000134224.jpg,True,71,0
alice in wonderland clock statue in the park,"['unlabeled2017/000000024647.jpg', 'unlabeled2017/000000092592.jpg', 'unlabeled2017/000000559845.jpg', 'unlabeled2017/000000026701.jpg', 'unlabeled2017/000000509828.jpg', 'unlabeled2017/000000349505.jpg', 'unlabeled2017/000000479225.jpg', 'unlabeled2017/000000194524.jpg', 'unlabeled2017/000000415566.jpg', 'unlabeled2017/000000159782.jpg']",unlabeled2017/000000092592.jpg,True,0,1
2 people are riding on horses along a beach,"['unlabeled2017/000000253120.jpg', 'unlabeled2017/000000437448.jpg', 'unlabeled2017/000000346385.jpg', 'unlabeled2017/000000493532.jpg', 'unlabeled2017/000000045278.jpg', 'unlabeled2017/000000473431.jpg', 'unlabeled2017/000000126575.jpg', 'unlabeled2017/000000562245.jpg', 'unlabeled2017/000000547016.jpg', 'unlabeled2017/000000196905.jpg']",unlabeled2017/000000196905.jpg,True,43,0
a large green plant and flower arrangement sitting on a piece of furniture with a large mirror behind it,"['unlabeled2017/000000338909.jpg', 'unlabeled2017/000000408983.jpg', 'unlabeled2017/000000532726.jpg', 'unlabeled2017/000000541480.jpg', 'unlabeled2017/000000227215.jpg', 'unlabeled2017/000000228715.jpg', 'unlabeled2017/000000041013.jpg', 'unlabeled2017/000000273705.jpg', 'unlabeled2017/000000368703.jpg', 'unlabeled2017/000000182560.jpg']",unlabeled2017/000000532726.jpg,True,9,1
a bunch of teddy bears sitting in a row,"['unlabeled2017/000000443948.jpg', 'unlabeled2017/000000083313.jpg', 'unlabeled2017/000000447746.jpg', 'unlabeled2017/000000022887.jpg', 'unlabeled2017/000000187500.jpg', 'unlabeled2017/000000135354.jpg', 'unlabeled2017/000000251373.jpg', 'unlabeled2017/000000127289.jpg', 'unlabeled2017/000000581378.jpg', 'unlabeled2017/000000422086.jpg']",unlabeled2017/000000422086.jpg,True,78,0
the man is outside on the skateboard 1,"['unlabeled2017/000000344186.jpg', 'unlabeled2017/000000564230.jpg', 'unlabeled2017/000000093640.jpg', 'unlabeled2017/000000403602.jpg', 'unlabeled2017/000000232140.jpg', 'unlabeled2017/000000488414.jpg', 'unlabeled2017/000000115047.jpg', 'unlabeled2017/000000508624.jpg', 'unlabeled2017/000000546941.jpg', 'unlabeled2017/000000266075.jpg']",unlabeled2017/000000266075.jpg,True,125,0
a bench sits overlooking water across the street from a row of quaint buildings,"['unlabeled2017/000000436033.jpg', 'unlabeled2017/000000547161.jpg', 'unlabeled2017/000000337009.jpg', 'unlabeled2017/000000314091.jpg', 'unlabeled2017/000000454123.jpg', 'unlabeled2017/000000436902.jpg', 'unlabeled2017/000000319711.jpg', 'unlabeled2017/000000088631.jpg', 'unlabeled2017/000000335684.jpg', 'unlabeled2017/000000568924.jpg']",unlabeled2017/000000568924.jpg,True,4,1
a cat is stretched out on his back in front of a tv set,"['unlabeled2017/000000352324.jpg', 'unlabeled2017/000000308563.jpg', 'unlabeled2017/000000187786.jpg', 'unlabeled2017/000000357280.jpg', 'unlabeled2017/000000034821.jpg', 'unlabeled2017/000000514174.jpg', 'unlabeled2017/000000316011.jpg', 'unlabeled2017/000000411959.jpg', 'unlabeled2017/000000108502.jpg', 'unlabeled2017/000000070953.jpg']",unlabeled2017/000000308563.jpg,True,0,1
a jumbo jet is towed around a tarmac by a small white service vehicle,"['unlabeled2017/000000327390.jpg', 'unlabeled2017/000000095965.jpg', 'unlabeled2017/000000387783.jpg', 'unlabeled2017/000000089888.jpg', 'unlabeled2017/000000030705.jpg', 'unlabeled2017/000000243342.jpg', 'unlabeled2017/000000444279.jpg', 'unlabeled2017/000000467433.jpg', 'unlabeled2017/000000003705.jpg', 'unlabeled2017/000000308846.jpg']",unlabeled2017/000000308846.jpg,True,459,0
food sits on a plate with a napkin next to it,"['unlabeled2017/000000480081.jpg', 'unlabeled2017/000000260769.jpg', 'unlabeled2017/000000059154.jpg', 'unlabeled2017/000000209702.jpg', 'unlabeled2017/000000407819.jpg', 'unlabeled2017/000000000351.jpg', 'unlabeled2017/000000323795.jpg', 'unlabeled2017/000000209161.jpg', 'unlabeled2017/000000229692.jpg', 'unlabeled2017/000000389671.jpg']",unlabeled2017/000000389671.jpg,True,246,0
2 kids performing tricks on skateboards on concrete,"['unlabeled2017/000000305950.jpg', 'unlabeled2017/000000035811.jpg', 'unlabeled2017/000000093640.jpg', 'unlabeled2017/000000347129.jpg', 'unlabeled2017/000000340513.jpg', 'unlabeled2017/000000232976.jpg', 'unlabeled2017/000000383008.jpg', 'unlabeled2017/000000042090.jpg', 'unlabeled2017/000000252985.jpg', 'unlabeled2017/000000219511.jpg']",unlabeled2017/000000219511.jpg,True,446,0
2 men in cowboy hats are riding brown horses,"['unlabeled2017/000000116835.jpg', 'unlabeled2017/000000335535.jpg', 'unlabeled2017/000000277429.jpg', 'unlabeled2017/000000364379.jpg', 'unlabeled2017/000000293619.jpg', 'unlabeled2017/000000007235.jpg', 'unlabeled2017/000000342578.jpg', 'unlabeled2017/000000015319.jpg', 'unlabeled2017/000000346385.jpg', 'unlabeled2017/000000522017.jpg']",unlabeled2017/000000522017.jpg,True,91,0
a kitchen with the lights turned on during the day,"['unlabeled2017/000000378763.jpg', 'unlabeled2017/000000402442.jpg', 'unlabeled2017/000000050835.jpg', 'unlabeled2017/000000431679.jpg', 'unlabeled2017/000000541913.jpg', 'unlabeled2017/000000343790.jpg', 'unlabeled2017/000000053210.jpg', 'unlabeled2017/000000427413.jpg', 'unlabeled2017/000000123653.jpg', 'unlabeled2017/000000178297.jpg']",unlabeled2017/000000178297.jpg,True,327,0
baseball player holding the bat and getting ready to bunt the ball,"['unlabeled2017/000000379617.jpg', 'unlabeled2017/000000322146.jpg', 'unlabeled2017/000000431032.jpg', 'unlabeled2017/000000412839.jpg', 'unlabeled2017/000000072688.jpg', 'unlabeled2017/000000457957.jpg', 'unlabeled2017/000000202395.jpg', 'unlabeled2017/000000062033.jpg', 'unlabeled2017/000000046994.jpg', 'unlabeled2017/000000078038.jpg']",unlabeled2017/000000078038.jpg,True,528,0
a little boy smiles posing for the camera while wearing his rain boots and a red tie and holding a baby doll,"['unlabeled2017/000000561416.jpg', 'unlabeled2017/000000581340.jpg', 'unlabeled2017/000000288804.jpg', 'unlabeled2017/000000465262.jpg', 'unlabeled2017/000000368428.jpg', 'unlabeled2017/000000382290.jpg', 'unlabeled2017/000000257018.jpg', 'unlabeled2017/000000288418.jpg', 'unlabeled2017/000000206689.jpg', 'unlabeled2017/000000203321.jpg']",unlabeled2017/000000288804.jpg,True,0,1
a white horse yoked to a cart stands next to 2 blue street signs,"['unlabeled2017/000000344752.jpg', 'unlabeled2017/000000304026.jpg', 'unlabeled2017/000000575527.jpg', 'unlabeled2017/000000556651.jpg', 'unlabeled2017/000000494807.jpg', 'unlabeled2017/000000580547.jpg', 'unlabeled2017/000000342578.jpg', 'unlabeled2017/000000242121.jpg', 'unlabeled2017/000000364379.jpg', 'unlabeled2017/000000288601.jpg']",unlabeled2017/000000288601.jpg,True,168,0
a table with some sort of mexican food covered in cheese and other vegetables,"['unlabeled2017/000000002031.jpg', 'unlabeled2017/000000375017.jpg', 'unlabeled2017/000000463192.jpg', 'unlabeled2017/000000059154.jpg', 'unlabeled2017/000000136548.jpg', 'unlabeled2017/000000142478.jpg', 'unlabeled2017/000000024917.jpg', 'unlabeled2017/000000527767.jpg', 'unlabeled2017/000000259856.jpg', 'unlabeled2017/000000315158.jpg']",unlabeled2017/000000315158.jpg,True,42,0
a long white train is on the tracks outside,"['unlabeled2017/000000082204.jpg', 'unlabeled2017/000000440584.jpg', 'unlabeled2017/000000295226.jpg', 'unlabeled2017/000000480931.jpg', 'unlabeled2017/000000269222.jpg', 'unlabeled2017/000000320064.jpg', 'unlabeled2017/000000368760.jpg', 'unlabeled2017/000000283883.jpg', 'unlabeled2017/000000075463.jpg', 'unlabeled2017/000000135635.jpg']",unlabeled2017/000000135635.jpg,True,719,0
