,target_image,option
45365,./playground/data/flickr30k/flickr30k_images/2839532455.jpg,The white dog  with dark patches  is playing in the sand with a tennis ball in its mouth .
56075,./playground/data/flickr30k/flickr30k_images/3105691757.jpg,A man walks down a busy city street with men dressed in Santa Claus costumes .
79925,./playground/data/flickr30k/flickr30k_images/3640109324.jpg,Men carry a small structure on their shoulders while others play instruments behind .
5610,./playground/data/flickr30k/flickr30k_images/1348113612.jpg,a black and white dog jumping into a pool with a lot of tennis balls in it .
147115,./playground/data/flickr30k/flickr30k_images/6924031104.jpg,Two people in helmets on motorcycles racing  one purple ( in front ) and the other green  leaning into a turn .
43075,./playground/data/flickr30k/flickr30k_images/2774875318.jpg,A boy swings from a rope suspended from a tree in a park .
25820,./playground/data/flickr30k/flickr30k_images/2349645589.jpg,Two young people riding skateboards pass by in the street as a black dog on a red leash stops in a doorway and squats down on the sidewalk .
61875,./playground/data/flickr30k/flickr30k_images/3239795548.jpg,A lady in a green jacket and heart decorated head covering  stands outside in the cold with a painted building in the background .
54420,./playground/data/flickr30k/flickr30k_images/3066491113.jpg,a black dog is following a brown dog that is carrying a brown plate through a grassy field .
75005,./playground/data/flickr30k/flickr30k_images/3531811969.jpg,The young man is performing a summersault in the air with a bicycle .
30665,./playground/data/flickr30k/flickr30k_images/246704758.jpg,An oriental man in a green shirt is leaning on a bike in front of brightly lit food stand that is outside on a street .
63905,./playground/data/flickr30k/flickr30k_images/3282897060.jpg,This man appears to be sleeping while resting his head on his hand .
19745,./playground/data/flickr30k/flickr30k_images/2192547226.jpg,A neatly lined group of military men has weapons held to their chest .
72225,./playground/data/flickr30k/flickr30k_images/3472315522.jpg,Three people are in an alley with a dumpster  one skateboarding over the dumpster while the other two look on .
124790,./playground/data/flickr30k/flickr30k_images/4909614126.jpg," A modest popcorn cart with the Spanish text "" El Rey de las Palomitas "" and a yellow umbrella is attended by a woman at night in a city scene ."
143290,./playground/data/flickr30k/flickr30k_images/6372114839.jpg,An amateur astronomer looks into the eyepiece of a large telescope set up in a field next to its carrying case  while another one overviews the telescope itself .
79535,./playground/data/flickr30k/flickr30k_images/363269016.jpg,Six people ride their bikes on a sloped indoor track while a small crowd watches .
41410,./playground/data/flickr30k/flickr30k_images/2736991184.jpg,An outdoor crowd listening to musicians perform on a portable stage .
64520,./playground/data/flickr30k/flickr30k_images/3299408000.jpg,A redheaded woman is dressed in a brown and white outfit with a matching headband and heavy makeup while looking startled in front of a brick wall .
134895,./playground/data/flickr30k/flickr30k_images/5429241344.jpg,A woman in a plaid shirt is looking at a microscope at her desk .
82600,./playground/data/flickr30k/flickr30k_images/370445133.jpg,The cowboy is struggling to stay on the horse inside of the bullpen as he goes around the red  white  and blue barrel .
106170,./playground/data/flickr30k/flickr30k_images/4603790455.jpg,A woman with blond-hair and carrying a camera is walking with a young man with short  dark hair .
67100,./playground/data/flickr30k/flickr30k_images/3354474353.jpg,Two dogs walk in the snow  the larger dog has a fish in his mouth .
62650,./playground/data/flickr30k/flickr30k_images/325480786.jpg,Two young men stand outside a home in the middle of winter with no coats on and wait to be let in .
25025,./playground/data/flickr30k/flickr30k_images/2330843604.jpg,A girl jumping rope on a sidewalk with a parking garage to the left .
9560,./playground/data/flickr30k/flickr30k_images/153955101.jpg,A little Asian girl is poking at her face and poking her lip out as if to make a funny face .
155515,./playground/data/flickr30k/flickr30k_images/8091582289.jpg,A number of young adults in white shirts and shirts jog down a street .
109685,./playground/data/flickr30k/flickr30k_images/4669404758.jpg,Several people gather around a blue car in Asia with a small toddler on the hood of the car .
115555,./playground/data/flickr30k/flickr30k_images/4758561233.jpg,A man in blue  outside on the walkway kneeling down holding a yellow model airplane as if it can fly .
76090,./playground/data/flickr30k/flickr30k_images/3552507374.jpg,A elephant carrying two people  one of them a passenger in a chair on top of the elephant  and one of them guiding the elephant .
110550,./playground/data/flickr30k/flickr30k_images/4684428787.jpg,A soldier fires his gun while standing next to a wall .
23335,./playground/data/flickr30k/flickr30k_images/2289160261.jpg,An old man is playing a stringed instrument on a small stage while some people sit at tables listening and other people pass by .
31660,./playground/data/flickr30k/flickr30k_images/2494518978.jpg,A brunette woman taking a big bite of some food .
116195,./playground/data/flickr30k/flickr30k_images/476769369.jpg,A man in a black shirt and gray pants holds his luggage at what appears to be an airport .
9795,./playground/data/flickr30k/flickr30k_images/1558272464.jpg,A person wearing a red  white  and blue helmet sitting on a motorcycle .
16970,./playground/data/flickr30k/flickr30k_images/2097446644.jpg,A young person in a striped shirt and wearing a hat stairs at fluid running down stairs .
18470,./playground/data/flickr30k/flickr30k_images/2146600736.jpg,A woman in what appears to be traditional garments is performing a dance .
11005,./playground/data/flickr30k/flickr30k_images/166779879.jpg,A baby sleeping on man who is sitting in front of a table covered with food with other people .
25500,./playground/data/flickr30k/flickr30k_images/2341755936.jpg,A little girt wearing a yellow bracelet and yellow socks with shin guards kicks a bright pink soccer ball .
22640,./playground/data/flickr30k/flickr30k_images/2270490287.jpg,There are several construction workers in an area blocked off from a sidewalk by a orange and white barricade and a metal fence with several construction machines .
13945,./playground/data/flickr30k/flickr30k_images/1936215201.jpg,A baby carrying a ball in stands in front of a house with a hose in the background .
102395,./playground/data/flickr30k/flickr30k_images/4516802179.jpg,Two young women dressed to party are walking outside and being followed by a guy with glasses .
27280,./playground/data/flickr30k/flickr30k_images/2390400553.jpg,A man wearing a blue hooded sweatshirt hangs from a window pulley up in the air while next to a white building .
140040,./playground/data/flickr30k/flickr30k_images/6029705375.jpg,A woman is cycling on the pavement next to the beach on an interesting construction with three wheels and a fake horse in front .
42015,./playground/data/flickr30k/flickr30k_images/275166661.jpg,An artist of Asian descent performs out of doors attracting a crowd .
57560,./playground/data/flickr30k/flickr30k_images/3143991972.jpg,Near seats  woman has spread out green blanket to sit on floor with baby .
145340,./playground/data/flickr30k/flickr30k_images/6775386632.jpg,A little girl with black hair makes a craft using a cork and a tiny umbrella .
158120,./playground/data/flickr30k/flickr30k_images/944860697.jpg," A person is all black is standing inside a truck with the words "" Del Re 's Grinding "" on it and pictures of scissors ."
42330,./playground/data/flickr30k/flickr30k_images/2759211664.jpg,The blond girl is watching the boy run barefoot on the ground .
30360,./playground/data/flickr30k/flickr30k_images/245858959.jpg,Onlookers behind a fence watch and someone rushes to help as a white and brown speckled bull thrashes around and the rider falls to the ground .
30940,./playground/data/flickr30k/flickr30k_images/2473018628.jpg,An Indian woman wearing loose fitting white clothing poses for a picture while bundling grass with two Westerners .
4480,./playground/data/flickr30k/flickr30k_images/1290894194.jpg,A woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk .
72650,./playground/data/flickr30k/flickr30k_images/347868616.jpg,An older gentleman with a gray mustache sitting on a stool in front of a small table in front of a business .
143040,./playground/data/flickr30k/flickr30k_images/6338544926.jpg,Two college football players battle it out outdoors on the field during game day  where one is the quarterback trying to throw the ball  and the other player is in action about to sack the quarterback .
130980,./playground/data/flickr30k/flickr30k_images/5103801187.jpg,A man with wild hair  wearing a gray sweater is speaking into a microphone in front of an orange graphic that says Pop Tech .
84290,./playground/data/flickr30k/flickr30k_images/374567836.jpg,A brown fluffy dog lays in the snow with its green ball .
78655,./playground/data/flickr30k/flickr30k_images/3610051443.jpg,A brunette is outside a fruit and vegetable shop selecting groceries to purchase .
1110,./playground/data/flickr30k/flickr30k_images/1079013716.jpg,Two people are preparing food in a restaurant kitchen .
35510,./playground/data/flickr30k/flickr30k_images/2582413611.jpg,A group of young people actively jumping into the air with arms up and outward in different directions with legs bent and extended to positions of motion .
87405,./playground/data/flickr30k/flickr30k_images/387830531.jpg,a brown dog about to jump on a smaller black and tan dog
4980,./playground/data/flickr30k/flickr30k_images/1313693129.jpg,Two people  a boy in yellow and girl in brown  standing at the shore of a lake .
32755,./playground/data/flickr30k/flickr30k_images/252210274.jpg,A man and woman talk to another woman  all looking concerned  in a room being decorated with streamers and balloons .
76985,./playground/data/flickr30k/flickr30k_images/3572144280.jpg,A man in black pants climbing a rock wall .
153780,./playground/data/flickr30k/flickr30k_images/7790582718.jpg,The clay racetrack is filled with competitors the stadium is full of fans that are cheering on there favorite athlete .
46950,./playground/data/flickr30k/flickr30k_images/2879991421.jpg,Participants with cowboy hats are sitting on their horses and holding ropes .
151215,./playground/data/flickr30k/flickr30k_images/745563422.jpg,a blond woman wearing an apron standing in front of a bar with several empty wineglasses
49630,./playground/data/flickr30k/flickr30k_images/2941340816.jpg,A car with a heavily damaged anterior is being pushed through the intersection by a few people and a police officer .
24235,./playground/data/flickr30k/flickr30k_images/2310233145.jpg,Two children run along a boardwalk that crosses over a body of water .
88540,./playground/data/flickr30k/flickr30k_images/3939508858.jpg,A brown-haired man wearing jeans  glasses  a pink shirt  and jacket is playing guitar and singing into a microphone .
84020,./playground/data/flickr30k/flickr30k_images/3736786640.jpg,Two teenage boys in black swim trunks play on a trampoline .
13550,./playground/data/flickr30k/flickr30k_images/1895768965.jpg,A dog with one ear up runs outside through the fall leaves .
2140,./playground/data/flickr30k/flickr30k_images/114051287.jpg,A boy in a red soccer strip is holding his boots in his hand whilst stepping out of a car .
108225,./playground/data/flickr30k/flickr30k_images/4642793939.jpg,A shirtless man wearing blue jean shorts is leaning against a black pole .
92650,./playground/data/flickr30k/flickr30k_images/4137903219.jpg,On an overcast day  on a deserted strip of narrow road surrounded by grass  a young boy dressed only in pants and thongs does a wheelie on his bicycle .
6235,./playground/data/flickr30k/flickr30k_images/137231942.jpg,A man wearing shorts  sandals  and a black shirt is talking on his cellphone .
68320,./playground/data/flickr30k/flickr30k_images/3378980591.jpg,A blond-haired little boy wearing a black and white T-shirt smiles as he holds a lizard in his hand .
9185,./playground/data/flickr30k/flickr30k_images/151021636.jpg,Three chefs in uniform are working in an assembly line to prepare pastries .
114030,./playground/data/flickr30k/flickr30k_images/473323374.jpg,A baby with blond curls and a blue shirt is crying .
18880,./playground/data/flickr30k/flickr30k_images/2162469360.jpg,One construction worker in a red shirt watching another construction worker with a hammer fix something .
148875,./playground/data/flickr30k/flickr30k_images/7088933987.jpg,A woman in a red apron and black shirt holds her hand up and different types of bread are in the background .
111120,./playground/data/flickr30k/flickr30k_images/4689253216.jpg,An older women in a white shirt is using a microphone to speak to a crowd of students .
53545,./playground/data/flickr30k/flickr30k_images/3043904009.jpg,Two men looking at each other with computer monitors in the foreground .
87495,./playground/data/flickr30k/flickr30k_images/3883055159.jpg,A group of older men sit around a table full of food in a restaurant  it looks to be a good time .
135280,./playground/data/flickr30k/flickr30k_images/5468293105.jpg,A man with a black shirt and black protective gear punching another man with a yellow shirt and red protective gear while they practice boxing .
64135,./playground/data/flickr30k/flickr30k_images/3288173388.jpg,The man writes something on the chalkboard to teach the girl who is standing next to him .
122975,./playground/data/flickr30k/flickr30k_images/487423680.jpg,Two girls are picking yellow flowers on a bright sunny day .
99550,./playground/data/flickr30k/flickr30k_images/4450360841.jpg,A man in a long black coat looks down as he waits for the train .
28235,./playground/data/flickr30k/flickr30k_images/241347243.jpg,Football player Quarterback in red Sooners jersey and red helmet prepares to receive snap
84590,./playground/data/flickr30k/flickr30k_images/3758747095.jpg,A very young boy is sitting in a swing in a park  smiling and posing with his arms above him grabbing the swing cables .
130710,./playground/data/flickr30k/flickr30k_images/508261758.jpg,Three teenage girls rolling all over each other on the ground  laughing
90405,./playground/data/flickr30k/flickr30k_images/402640335.jpg,A man dressed in a sport coat  slacks and nice shoes  posing in a very busily-decorated room  while wearing a dark green mask that has large yellow monster teeth  a single orange eye  and completely covers his head .
96085,./playground/data/flickr30k/flickr30k_images/4322232000.jpg,A lady wearing a hat and tan coat walks down a brick sidewalk of a city while holding the hand of a little boy wearing a backpack and holding a striped umbrella upside down .
150205,./playground/data/flickr30k/flickr30k_images/7288559976.jpg,A rowing team member in a black and purple uniform is carrying his boat to the water while another team member is carrying the oars and another watches .
91190,./playground/data/flickr30k/flickr30k_images/406248253.jpg,Child wearing a Green Bay coat carrying a red sled behind a child in a green and black coat .
20420,./playground/data/flickr30k/flickr30k_images/2210173140.jpg,A small boy in a green shirt and dark pants is attempting to brush the hair of a little girl in a flowered top .
144775,./playground/data/flickr30k/flickr30k_images/6666012297.jpg,Two people in winter clothing and a dog are walking along a beach
18535,./playground/data/flickr30k/flickr30k_images/2148234367.jpg,A police officer is talking with the driver of the pale yellow car while three other officers stand nearby .
78615,./playground/data/flickr30k/flickr30k_images/3609375096.jpg,Two boys  one in a red shirt  the other in a white shirt are splashing around in the water .
129480,./playground/data/flickr30k/flickr30k_images/4983959726.jpg,A man is pedaling a bicycle down the walkway of a lighted tunnel .
49800,./playground/data/flickr30k/flickr30k_images/2944675019.jpg,A dark-haired lade with glasses and a striped shirt is holding a very young baby in her arms .
37340,./playground/data/flickr30k/flickr30k_images/263231469.jpg,a young child walking in the desert with her head covered with a scarf
110400,./playground/data/flickr30k/flickr30k_images/4681325639.jpg,Man walking barefoot on the beach on what seems to be a very cloudy day .
67160,./playground/data/flickr30k/flickr30k_images/3355931898.jpg,Three men in hats inspect a small outdoor recreation of a steam locomotive .
49400,./playground/data/flickr30k/flickr30k_images/2937389449.jpg,The little girl ballet dancer is giving the other little girl ballet dancer a strange look .
135730,./playground/data/flickr30k/flickr30k_images/5511461225.jpg,Two young girls lay  face down  on grass and face the camera as they listen to an iPod near a folding chair and several purses .
98980,./playground/data/flickr30k/flickr30k_images/4441983387.jpg,Three men sit under a blue overhanging tent while a woman in blue shirt stands behind them .
71420,./playground/data/flickr30k/flickr30k_images/3453284877.jpg,a snowboarder is riding his board on ramp made from a piece of metal and a log .
47165,./playground/data/flickr30k/flickr30k_images/2884750527.jpg,The person is dress from head to toe in white and is walking on the street .
81315,./playground/data/flickr30k/flickr30k_images/3672105509.jpg,The two dogs are interested in the gravel ground surrounded by concrete .
133395,./playground/data/flickr30k/flickr30k_images/5312921702.jpg,Three people walking down a snowy path  wearing winter gear .
17205,./playground/data/flickr30k/flickr30k_images/2102538696.jpg,Two women are running at a track meet .
139985,./playground/data/flickr30k/flickr30k_images/601816185.jpg,Two naked boys standing on back of an ox while two other boys try to climb out of the water onto him as well .
8955,./playground/data/flickr30k/flickr30k_images/1496935683.jpg,Two scuba divers are diving underwater and meet with a friendly dolphin .
57080,./playground/data/flickr30k/flickr30k_images/3130970054.jpg,Four children jumping in a swimming pool  with only two wearing water wings .
37495,./playground/data/flickr30k/flickr30k_images/2635905544.jpg,Two small dogs playing in a grassy area with a large white and red striped ball .
137540,./playground/data/flickr30k/flickr30k_images/572135297.jpg,A man wearing a green shirt and orange safety hat walking in front of a brush shredding machine .
85280,./playground/data/flickr30k/flickr30k_images/3791132794.jpg,An oddly dressed man wearing a plaid skirt and knee-high black boots stands is in the middle of a crowded area .
118945,./playground/data/flickr30k/flickr30k_images/4814444205.jpg,A group of 3 girls  of Asian ethnicity  is looking at a menu  while a 4th person sits off to the side and listens to them .
158855,./playground/data/flickr30k/flickr30k_images/99458430.jpg,People standing around laughing at a woman sitting on the ground covered in cake .
22565,./playground/data/flickr30k/flickr30k_images/2268596214.jpg,The man in the purple hat is operating a video camera .
17135,./playground/data/flickr30k/flickr30k_images/2101748221.jpg,Two kids running on the track wearing the uniform white shirt with a blue collar and blue pants
92420,./playground/data/flickr30k/flickr30k_images/4118638516.jpg,A man has a variety of decorative goods hanged up in what appears to be his storefront .
24890,./playground/data/flickr30k/flickr30k_images/2326664830.jpg,The silhouette of a person against orange and blue sunset on the beach .
44400,./playground/data/flickr30k/flickr30k_images/28144507.jpg,A bald man in a blue shirt washing a window . The window is covered in suds .
5215,./playground/data/flickr30k/flickr30k_images/132935994.jpg,An elderly firefighter in an orange suit is holding a fire hose with water coming out .
146030,./playground/data/flickr30k/flickr30k_images/6848902929.jpg,A bartender with a black shirt and gloves on is pouring a brown drink into two glasses with the assistance of a rod .
109485,./playground/data/flickr30k/flickr30k_images/4665106597.jpg,A man and a woman walking away down a wooden bridge with waterway to their left and a suspension bridge in the background .
116110,./playground/data/flickr30k/flickr30k_images/4766215198.jpg,White man with black and gray hair puts sash over the robe of a white red-haired woman .
52145,./playground/data/flickr30k/flickr30k_images/3012229.jpg,Several African Americans are outside in front of a store  with four children  two women  and one man  and the interest of three of the subjects are capture by something off-frame .
135720,./playground/data/flickr30k/flickr30k_images/5511459001.jpg,A redheaded boy stands next to bleachers next to two other children while eating a bright blue snack out of a cup .
143800,./playground/data/flickr30k/flickr30k_images/6473658663.jpg,Four people  one of whom is a middle-aged woman wearing a fur shawl  are gathered around a bar with four glasses of wine before them which are lit from below with fluorescent lighting .
23510,./playground/data/flickr30k/flickr30k_images/22930048.jpg,A woman in a red tennis outfit and holding a tennis racket is standing on a clay tennis court .
9905,./playground/data/flickr30k/flickr30k_images/156249400.jpg,One man wearing camouflage pants and green t-shirt stands with one foot on a square while another man wearing the same type of clothing reaches out with a baseball glove on his left hand .
127540,./playground/data/flickr30k/flickr30k_images/4950889937.jpg,A woman in a gray kimono walks past a black car in the middle of a crowded street full of Japanese signs  with a man in an orange shirt and khaki slacks .
6685,./playground/data/flickr30k/flickr30k_images/1396703063.jpg,A man in a blue shirt  cowboy hat and a cross neckless walking in front of a carnival or amusement park ride .
23440,./playground/data/flickr30k/flickr30k_images/2291596684.jpg,A person wearing a hooded sweatshirt and jeans stands on a tree that has fallen over a creek .
3665,./playground/data/flickr30k/flickr30k_images/1245022983.jpg,A child in all pink is posing nearby a stroller with buildings in the distance .
62010,./playground/data/flickr30k/flickr30k_images/3242088278.jpg,A bald eagle sits on the bank of a creek .
86490,./playground/data/flickr30k/flickr30k_images/3836884647.jpg,A man in a blue collared shirt and tan pants is wandering through a London subway station .
102290,./playground/data/flickr30k/flickr30k_images/4514569490.jpg,A young man is holding a little girl and kissing her chin while the girl smiles at him .
33725,./playground/data/flickr30k/flickr30k_images/253958810.jpg,A crowd moves in two directions through a station  near pillars decorated with SpongeBob SquarePants .
147090,./playground/data/flickr30k/flickr30k_images/6921499991.jpg,An art student uses a blue Sharpie to create a pattern on thick  white poster board .
71135,./playground/data/flickr30k/flickr30k_images/3444915662.jpg,An Asian lady is sitting on the ground among wooden rubble  holding a stick .
142710,./playground/data/flickr30k/flickr30k_images/6315045481.jpg,An Asian woman dressed in pastel pink and teal is performing some martial arts with a female dressed in white shirt and black pants upon a floor that is also pastel teal and pink .
59625,./playground/data/flickr30k/flickr30k_images/3188872184.jpg,A man in tie  white shirt  and coat uses a cellphone across the street from an older building with a maroon canopy .
10870,./playground/data/flickr30k/flickr30k_images/165703421.jpg,A woman wearing a white sun visor  blue sleeveless top and white see through pants munching on food in a crowded area .
78235,./playground/data/flickr30k/flickr30k_images/3601305072.jpg,A male Equestrian rider leans forward as his horse stretches out for the 2nd jump of the course  as the crowd looks on with amazement
107400,./playground/data/flickr30k/flickr30k_images/462704170.jpg,A man wearing a yellow vest and gray fisherman 's cap is sitting in a red chair along with another similarly dressed man in a red chair next to him .
129935,./playground/data/flickr30k/flickr30k_images/50157360.jpg,One woman in reddish-orange veil and dress is laughing and conversing with another woman in a white veil and light green dress .
99195,./playground/data/flickr30k/flickr30k_images/4444835097.jpg,A man in a white shirt and blue jeans is seated by the road hitchhiking  backdropped by a field of flowers and a large green tree .
82185,./playground/data/flickr30k/flickr30k_images/3693404950.jpg,A woman sits in front of a weaving set up and looks at her hands .
55720,./playground/data/flickr30k/flickr30k_images/309612584.jpg,Two toddler girls appear to enjoy basking on a pile of leaves as they smile for the camera .
60815,./playground/data/flickr30k/flickr30k_images/3213992947.jpg,A woman in a red coat is smiling  while people in the background are walking around in winter clothing .
77825,./playground/data/flickr30k/flickr30k_images/3590739067.jpg,A young woman lifts her voice in song in a field near an old wooden structure .
110880,./playground/data/flickr30k/flickr30k_images/4687557761.jpg,Numerous people dressed in t-shirts and shorts are walking through a city park .
99355,./playground/data/flickr30k/flickr30k_images/4447502217.jpg,A young blond woman holding a camera and wearing a long black coat  knee high boots and a purple purse is standing along a wall .
105990,./playground/data/flickr30k/flickr30k_images/4598104098.jpg,Two moped enthusiasts  one of which is wearing a purse  have a conversation on the curb .
152010,./playground/data/flickr30k/flickr30k_images/7575564636.jpg,A shirtless man is scooping away sand with a pink scoop while a little girl watches .
96330,./playground/data/flickr30k/flickr30k_images/4329182834.jpg,Two girls are sitting at a table with a green marker standing up right on the table between them .
15290,./playground/data/flickr30k/flickr30k_images/2046333894.jpg,A young man makes pretzels by hand on a board in front of a large o
46395,./playground/data/flickr30k/flickr30k_images/2866686547.jpg,Two little girls in red and white strips are chasing after a soccer ball .
59555,./playground/data/flickr30k/flickr30k_images/3187117682.jpg,A brown and white dog with a black collar and gold tag licking the snow from its nose .
1330,./playground/data/flickr30k/flickr30k_images/1093716555.jpg,A group of hikers are resting on the ground in front of some mountains .
39880,./playground/data/flickr30k/flickr30k_images/269986132.jpg,A soccer game between the red team and the blue team .
69805,./playground/data/flickr30k/flickr30k_images/3417319108.jpg,Two people  in shirts and skirts  and sitting and smiling .
63130,./playground/data/flickr30k/flickr30k_images/3263741906.jpg,A dirty dog is running down a vacant road .
7060,./playground/data/flickr30k/flickr30k_images/141139674.jpg,The boy in the blue shirt is swinging a baseball bat towards a ball as the boy in the red helmet waits to catch him out .
99085,./playground/data/flickr30k/flickr30k_images/4443087396.jpg,A cat sits atop a sign looking down at the people below .
24220,./playground/data/flickr30k/flickr30k_images/2310126952.jpg,A group of dogs harnessed together to pull something in the snow .
110775,./playground/data/flickr30k/flickr30k_images/4686363111.jpg,Older male in a green uniform displays his upper body strength by balancing on just his hands .
16210,./playground/data/flickr30k/flickr30k_images/2078020414.jpg,A man in a black shirt  jeans  and wearing a hat is dangling from a rope with two buckets with him while painting the exterior of a building with a brown paint .
133130,./playground/data/flickr30k/flickr30k_images/5290804615.jpg,One middle-aged man wearing blue jeans  a festive  red vest and a mint green shirt is standing in front of a large fireplace looking downward as he holds a Christmas stocking in his hand .
109640,./playground/data/flickr30k/flickr30k_images/4668777411.jpg,An oriental woman with red shoes standing next to a car with a red bull logo in an asian city .
97840,./playground/data/flickr30k/flickr30k_images/4400598199.jpg,A bald man moves up a step out of the sunlight into the shade followed by a shirtless man with a yellow bag over his shoulder .
140985,./playground/data/flickr30k/flickr30k_images/6155176.jpg,little boy looking through a telescope on playground equipment with the sun glaring off the pole his hand is on .
140070,./playground/data/flickr30k/flickr30k_images/6032301402.jpg,An older man with a gray beard  wearing jeans  a short-sleeve shirt  white hat and sunglasses is holding something up while standing in a field of wildflowers .
68050,./playground/data/flickr30k/flickr30k_images/3373243733.jpg,A person rides their bicycle onto a rock and balances on one wheel .
75890,./playground/data/flickr30k/flickr30k_images/3549208986.jpg,A girl wearing a white polka dotted pink bow in her hair squeezes a bubble in front of her face .
44500,./playground/data/flickr30k/flickr30k_images/2817847072.jpg,A boy in a soccer uniform running in a field during a game .
117750,./playground/data/flickr30k/flickr30k_images/4798743036.jpg,A girl wearing a black skirt and black and white stripe shirt is standing in the middle of blown up soccer balls as she looks down the street .
112625,./playground/data/flickr30k/flickr30k_images/4714264743.jpg,A man with a blue and white backpack and black jeans and jacket walks by a large monument surrounded by a gray fence .
89345,./playground/data/flickr30k/flickr30k_images/3972572766.jpg,A black man with a pale blue cap and yellow shirt is sitting on a chair shining shoes .
34590,./playground/data/flickr30k/flickr30k_images/2560388887.jpg,A group of people are flying colorful kites near a beautiful snowcapped mountain range .
68595,./playground/data/flickr30k/flickr30k_images/3386694897.jpg,A man with a white beard looks at the camera while playing with food in a bowl .
125415,./playground/data/flickr30k/flickr30k_images/4920455740.jpg,A scraggly street artist draws a caricature of a redheaded woman on the side of the street .
980,./playground/data/flickr30k/flickr30k_images/1066831905.jpg,Elderly man with cane bends down to look at some plants and is steadied from behind .
8420,./playground/data/flickr30k/flickr30k_images/1468429623.jpg,A man walks while a black dog is trying to bite something on the man 's arm .
52800,./playground/data/flickr30k/flickr30k_images/3027255100.jpg,a pianist looks over as he is playing and the green light is over him
95685,./playground/data/flickr30k/flickr30k_images/4301236235.jpg,A large crowd is facing a large statue and many are holding cameras .
3645,./playground/data/flickr30k/flickr30k_images/1244140539.jpg,A black and brown dog is laying on a white shaggy carpet .
50310,./playground/data/flickr30k/flickr30k_images/2959941749.jpg,A hockey goalie lays on the ice and other players skate past him .
61360,./playground/data/flickr30k/flickr30k_images/3225296260.jpg,Two people wearing helmets are sitting in a race car .
96210,./playground/data/flickr30k/flickr30k_images/4327514739.jpg,A little kid with blond-hair  a white jacket and blue pants holding a door .
118180,./playground/data/flickr30k/flickr30k_images/4804956590.jpg,An older man with a green shirt walks down the sidewalk past a large building .
89595,./playground/data/flickr30k/flickr30k_images/398241464.jpg,A person in an apron and hat is holding an large stick over a stove .
147255,./playground/data/flickr30k/flickr30k_images/6933265421.jpg,An older white male standing in front of the Golden Gate Bridge at the riverside painting or examining a portrait of said bridge .
88105,./playground/data/flickr30k/flickr30k_images/391324644.jpg,A guy on inline skates with a white hat is on a yellow rail .
61175,./playground/data/flickr30k/flickr30k_images/322103537.jpg,A young girl in a pink bikini jumps into the air on a sandy beach by the ocean  as two other children play in the sand .
61150,./playground/data/flickr30k/flickr30k_images/3220399847.jpg,A woman bundled up in winter clothes is standing near a window with caution tape on it .
138385,./playground/data/flickr30k/flickr30k_images/5820828817.jpg,A toddler looking through two green round toys as though they 're glasses while sitting in a carpeted room .
46330,./playground/data/flickr30k/flickr30k_images/2865376471.jpg,Two dogs one white and another tan are on leash with two women at an open doorway .
33250,./playground/data/flickr30k/flickr30k_images/2535300381.jpg,Two children push a younger child on a swing that is hanging from a large shade tree .
77055,./playground/data/flickr30k/flickr30k_images/3574244361.jpg,A little girl with a white shirt and brown hair is swinging almost completely upside down in a park .
101165,./playground/data/flickr30k/flickr30k_images/4487287116.jpg,A woman is walking down the street with a broken umbrella and her shopping bag on her arm .
69510,./playground/data/flickr30k/flickr30k_images/3410902181.jpg,A girl in a blue leotard hula hoops on a stage with balloon shapes in the background .
115070,./playground/data/flickr30k/flickr30k_images/4752206307.jpg,A gentleman has found a brick ledge suitable for lying down and closing his eyes .
91910,./playground/data/flickr30k/flickr30k_images/4094966503.jpg,A man and a woman are standing on grass and holding hands .
128235,./playground/data/flickr30k/flickr30k_images/4963263177.jpg,A man with a bat swings at a ball coming towards him .
21045,./playground/data/flickr30k/flickr30k_images/2228022180.jpg,Many school children dressed in the same uniform are sitting on stairs .
26725,./playground/data/flickr30k/flickr30k_images/2374247382.jpg,A toddler is sitting on a wooden horse and smiling .
29125,./playground/data/flickr30k/flickr30k_images/2429974376.jpg,Five belly dancers with colorful veils on their heads dance on a stage lit with yellow  red  blue  and green lights .
85685,./playground/data/flickr30k/flickr30k_images/381052465.jpg,a yellow firetruck is parked next to a fire with a man on a ladder pouring water on it
44855,./playground/data/flickr30k/flickr30k_images/2830276969.jpg,A man in a green polo shirt and glasses smiles as he looks at his computer at his desk  which is a little messy .
67245,./playground/data/flickr30k/flickr30k_images/3357416302.jpg,A snowboarder clothed in red is in the middle of a jump from a snowy hill .
138910,./playground/data/flickr30k/flickr30k_images/5885058292.jpg,The little girl is happily making her way past the yellow tables and benches .
15340,./playground/data/flickr30k/flickr30k_images/2049530722.jpg,Young man standing on a dock next to a green and white pole .
23860,./playground/data/flickr30k/flickr30k_images/23016250.jpg,A young woman plays tennis while wearing a yellow outfit .
13770,./playground/data/flickr30k/flickr30k_images/19212715.jpg,A person kayaks in the middle of the ocean on a gray day .
2040,./playground/data/flickr30k/flickr30k_images/1131155939.jpg,A black lav runs into the water on the beach  with swimmers in the distance and sea kelp in the foreground .
155095,./playground/data/flickr30k/flickr30k_images/8038092309.jpg,Two baseball players in a stadium during broad daylight are both after the same baseball in the outfield .
93645,./playground/data/flickr30k/flickr30k_images/418667611.jpg,A surfboard is shown gliding through the water with a person standing on it .
