,target_image,option,image_rank,is_top10
1022,./playground/data/mscoco/val2017/000000448410.jpg,A train parked at a train stop next to another train.,91,0
1023,./playground/data/mscoco/val2017/000000443498.jpg,A large city bus driving down a street.,143,0
1024,./playground/data/mscoco/val2017/000000187144.jpg, A white bus parked at a stop next to a crowd.,20,0
1025,./playground/data/mscoco/val2017/000000537355.jpg,A red fire hydrant sitting in a field next to a white building.,13,0
1026,./playground/data/mscoco/val2017/000000166391.jpg,A large and wide street covered in lots of traffic lights.,31,0
1027,./playground/data/mscoco/val2017/000000278353.jpg,A small sheep is standing under a wooden fence post.,0,1
1028,./playground/data/mscoco/val2017/000000196843.jpg,A school bus covered in art and a sign.,0,1
1029,./playground/data/mscoco/val2017/000000534673.jpg,A white and blue buss driving on a cobblestone road.,6,1
1030,./playground/data/mscoco/val2017/000000468124.jpg,A double-decker bus is parked in a large field.,4,1
1031,./playground/data/mscoco/val2017/000000029393.jpg,A large brown dog standing on the side of a white wood fence.,0,1
1032,./playground/data/mscoco/val2017/000000225532.jpg,A highway filled with lots of traffic nest to a traffic light.,75,0
1033,./playground/data/mscoco/val2017/000000154947.jpg,A sheep standing in a dry grass field.,1,1
1034,./playground/data/mscoco/val2017/000000217400.jpg,A silver and green train pulling into a train station.,10,0
1035,./playground/data/mscoco/val2017/000000477118.jpg,A metal pole covered in different street signs.,3,1
1036,./playground/data/mscoco/val2017/000000449909.jpg,A young boy standing on a field next to a giraffe.,3,1
1037,./playground/data/mscoco/val2017/000000170545.jpg,A pay phone sitting on the side of a street.,12,0
1038,./playground/data/mscoco/val2017/000000209222.jpg,Black and white photograph of a man sitting at a bench.,6,1
1039,./playground/data/mscoco/val2017/000000572555.jpg,"A red, yellow and silver train traveling down train tracks.",28,0
1040,./playground/data/mscoco/val2017/000000406997.jpg,A family standing around a small white sheep.,3,1
1041,./playground/data/mscoco/val2017/000000461405.jpg,A group of sheep in a grassy area with trees in the back ground.,1,1
1042,./playground/data/mscoco/val2017/000000200152.jpg,A street sign on a street corner outside of a building.,124,0
1043,./playground/data/mscoco/val2017/000000480842.jpg,Two tall giraffe standing next to each other.,33,0
1044,./playground/data/mscoco/val2017/000000286849.jpg,A group of three giraffe standing next to each other behind a rock.,3,1
1045,./playground/data/mscoco/val2017/000000098392.jpg,A large clock tower in the middle of a street.,0,1
1046,./playground/data/mscoco/val2017/000000369812.jpg,"Various street signs including one that reads ""Newlon Hale Village.""",51,0
1047,./playground/data/mscoco/val2017/000000118405.jpg,"A blue and white street sign that reads ""Othello.""",0,1
1048,./playground/data/mscoco/val2017/000000535578.jpg,A group of sheep grazing in a grassy valley.,0,1
1049,./playground/data/mscoco/val2017/000000027768.jpg,A bus which is part of the Metropolitan Transit System.,6,1
1050,./playground/data/mscoco/val2017/000000161128.jpg,A curse word written on a traffic sign.,0,1
1051,./playground/data/mscoco/val2017/000000499775.jpg,A yellow commuter bus leaving a bus stop at sunset,0,1
1052,./playground/data/mscoco/val2017/000000458790.jpg,A view from the inside of a train from a side window.,0,1
1053,./playground/data/mscoco/val2017/000000070254.jpg,A green and yellow train traveling past a platform.,1,1
1054,./playground/data/mscoco/val2017/000000305343.jpg,Two cups sitting on top of a gray counter.,324,0
1055,./playground/data/mscoco/val2017/000000039484.jpg,A variety of cars on a street with buildings.,7,1
1056,./playground/data/mscoco/val2017/000000316054.jpg,A train traveling through a rural country side covered in grass.,11,0
1057,./playground/data/mscoco/val2017/000000062353.jpg,Two giraffe walking next to each other in a forest.,37,0
1058,./playground/data/mscoco/val2017/000000069138.jpg,A red traffic light with a sad face drawn over it.,0,1
1059,./playground/data/mscoco/val2017/000000165336.jpg,Two giraffe standing next to each other on a field.,4,1
1060,./playground/data/mscoco/val2017/000000429109.jpg,A street filled with buses and a white van.,24,0
1061,./playground/data/mscoco/val2017/000000550939.jpg,A green street sign sitting on top of a pole.,77,0
1062,./playground/data/mscoco/val2017/000000302452.jpg,A giraffe drinking milk from a bottle behind a cage.,4,1
1063,./playground/data/mscoco/val2017/000000011122.jpg,A red stop sign behind a chain link fence.,0,1
1064,./playground/data/mscoco/val2017/000000319607.jpg,A bent traffic light next to the side of a street.,10,0
1065,./playground/data/mscoco/val2017/000000404534.jpg,a fence some buildings and some different signs,103,0
1066,./playground/data/mscoco/val2017/000000306893.jpg,A long train traveling down a city street with tall buildings.,11,0
1067,./playground/data/mscoco/val2017/000000484893.jpg,A couple of kids petting sheep inside of a corral,0,1
1068,./playground/data/mscoco/val2017/000000076261.jpg,Two birds flying in a gray sky next to a mountain.,0,1
1069,./playground/data/mscoco/val2017/000000430875.jpg,A green traffic light suspended above a street.,8,1
1070,./playground/data/mscoco/val2017/000000509008.jpg,a lime and green bus parked on a grass field parking lot.,1,1
1071,./playground/data/mscoco/val2017/000000433243.jpg,a zebra and a giraffe stand next to each other.,0,1
1072,./playground/data/mscoco/val2017/000000335529.jpg,A wooden bench sitting next to a large body of water.,1,1
1073,./playground/data/mscoco/val2017/000000463730.jpg,Two buses parked in a parking lot next to cars.,3,1
1074,./playground/data/mscoco/val2017/000000542073.jpg,A street light in front of a store front window.,3,1
1075,./playground/data/mscoco/val2017/000000179265.jpg,A yellow bus with tinted windows driving uphill down a street.,1,1
1076,./playground/data/mscoco/val2017/000000459500.jpg,A clock between two bronze flamingo statues on a black box.,0,1
1077,./playground/data/mscoco/val2017/000000550691.jpg,A red double decker bus on a street.,31,0
1078,./playground/data/mscoco/val2017/000000405205.jpg,A passenger bus that is parked in a parking lot.,8,1
1079,./playground/data/mscoco/val2017/000000493566.jpg,"An orange and green train reads ""BNSF"" on the side.",0,1
1080,./playground/data/mscoco/val2017/000000351530.jpg,People seated on wooden chairs and a bicycle parked nearby.,22,0
1081,./playground/data/mscoco/val2017/000000440617.jpg,an image of a bus that is going down the tracks,230,0
1082,./playground/data/mscoco/val2017/000000335800.jpg,A street sign with flags on it and a building in the background.,5,1
1083,./playground/data/mscoco/val2017/000000253002.jpg,Closeup of a logo on a blue and red bus.,0,1
1084,./playground/data/mscoco/val2017/000000147498.jpg,"Many birds fly around, above an empty beach",1,1
1085,./playground/data/mscoco/val2017/000000189226.jpg,A red and silver fire hydrant sitting on top of a sidewalk.,8,1
1086,./playground/data/mscoco/val2017/000000274272.jpg,A large bus driving down a city street.,35,0
1087,./playground/data/mscoco/val2017/000000149622.jpg,"The birds are sitting next to each other on a tree branch,",2,1
1088,./playground/data/mscoco/val2017/000000095899.jpg,A red stop sign next to a blue street sign.,24,0
1089,./playground/data/mscoco/val2017/000000439623.jpg,A white fire hydrant sitting on a  sidewalk.,2,1
1090,./playground/data/mscoco/val2017/000000374052.jpg,A man sitting on a bench surrounded by pigeons.,0,1
1091,./playground/data/mscoco/val2017/000000577862.jpg,A giraffe examining the back of another giraffe.,14,0
1092,./playground/data/mscoco/val2017/000000355817.jpg,A red and yellow bus parked in front of a tall building.,4,1
1093,./playground/data/mscoco/val2017/000000340451.jpg,Man sitting on park bench waving and wearing water protective clothing. ,0,1
1094,./playground/data/mscoco/val2017/000000176606.jpg,"A goat alongside a house, trying to go through the bushes",0,1
1095,./playground/data/mscoco/val2017/000000134034.jpg,A pair of horses grazing in a field behind a fence.,2,1
1096,./playground/data/mscoco/val2017/000000455085.jpg,The side of a bus parked on the side of a street.,28,0
1097,./playground/data/mscoco/val2017/000000447789.jpg,A red do not enter sign under a green street sign.,4,1
1098,./playground/data/mscoco/val2017/000000448810.jpg,A street sign with six different locations on it.,0,1
1099,./playground/data/mscoco/val2017/000000284296.jpg,Three giraffe's leaning over to get a sip of water.,0,1
1100,./playground/data/mscoco/val2017/000000227399.jpg,A transporting cart parked in a street while passengers board.,306,0
1101,./playground/data/mscoco/val2017/000000269942.jpg,Vehicles on a street near a green traffic light.,6,1
1102,./playground/data/mscoco/val2017/000000308394.jpg,An older woman riding a train while sitting under it's window.,0,1
1103,./playground/data/mscoco/val2017/000000516708.jpg,A street sign that reads Sparta sitting next to a tall building.,0,1
1104,./playground/data/mscoco/val2017/000000431876.jpg,The cops in the city are riding horses threw the streets. ,0,1
1105,./playground/data/mscoco/val2017/000000448448.jpg,Two giraffes grazing on some green leaves in the field.,0,1
1106,./playground/data/mscoco/val2017/000000532530.jpg,There is a map in the street of the city.,10,0
1107,./playground/data/mscoco/val2017/000000475150.jpg,A giraffe stands near a tree in the wilderness. ,13,0
1108,./playground/data/mscoco/val2017/000000299720.jpg,A giraffe is peeking around the side of a wall at the camera.,0,1
1109,./playground/data/mscoco/val2017/000000079188.jpg,There are two giraffes sitting together in the wild,7,1
1110,./playground/data/mscoco/val2017/000000221281.jpg,A group of giraffes walking in the sand.,11,0
1111,./playground/data/mscoco/val2017/000000417876.jpg,Two giraffes are standing together outside near a wall.,2,1
1112,./playground/data/mscoco/val2017/000000521141.jpg,A shot of a road in a city with a no peddling sign.,2,1
1113,./playground/data/mscoco/val2017/000000076625.jpg,A train with headlights traveling on a track past pedestrians.,83,0
1114,./playground/data/mscoco/val2017/000000280710.jpg,A group of people walking down a city street near a bus.,7,1
1115,./playground/data/mscoco/val2017/000000580757.jpg,A fire hydrant that has the stars and stripes on it.,1,1
1116,./playground/data/mscoco/val2017/000000523811.jpg,A small bird perched on a piece of wood.,2,1
1117,./playground/data/mscoco/val2017/000000212895.jpg,a single giraffe standing in the middle of a field ,0,1
1118,./playground/data/mscoco/val2017/000000369675.jpg,A passenger train is sitting at a station.,49,0
1119,./playground/data/mscoco/val2017/000000088432.jpg,Some street signs near a road with a truck.,1,1
1120,./playground/data/mscoco/val2017/000000133000.jpg,A city view of an E-train on a track,3,1
1121,./playground/data/mscoco/val2017/000000372317.jpg,A vintage red tour bus parked on the side of the street.,0,1
1122,./playground/data/mscoco/val2017/000000502336.jpg,A group of people walking down a street next to a tall building.,201,0
1123,./playground/data/mscoco/val2017/000000458755.jpg,Young woman with sheep on straw covered floor.,3,1
1124,./playground/data/mscoco/val2017/000000150726.jpg,Pair of giraffes walking on grassy area in enclosure.,5,1
1125,./playground/data/mscoco/val2017/000000482978.jpg,an image of a subway bus going thru the subway station,34,0
1126,./playground/data/mscoco/val2017/000000565563.jpg,Many cars are parked along the sidewalk of a narrow street.,111,0
1127,./playground/data/mscoco/val2017/000000148719.jpg,An older Dodge pickup sits parked next to another older pickup.,1,1
1128,./playground/data/mscoco/val2017/000000224200.jpg,A dog anchored to a fire hydrant by his leash.,1,1
1129,./playground/data/mscoco/val2017/000000404568.jpg,A seagull standing on the sand of a beach,0,1
1130,./playground/data/mscoco/val2017/000000426268.jpg,A large long train with man inside on the track.,129,0
1131,./playground/data/mscoco/val2017/000000577182.jpg,A bird sitting on top of a park bench.,0,1
1132,./playground/data/mscoco/val2017/000000298697.jpg,Horses are standing in an open field in the grass.,86,0
1133,./playground/data/mscoco/val2017/000000361571.jpg,A dog wearing a hat standing on some grass.,0,1
1134,./playground/data/mscoco/val2017/000000303305.jpg,A large red and white bus on a city street.,38,0
1135,./playground/data/mscoco/val2017/000000463199.jpg,A group of men standing inside of a bus.,8,1
1136,./playground/data/mscoco/val2017/000000452891.jpg,A white dog standing on top of a wooden bench.,3,1
1137,./playground/data/mscoco/val2017/000000079565.jpg,a pair of giraffe standing in a big open area,0,1
1138,./playground/data/mscoco/val2017/000000067180.jpg,A woman sitting on a wooden bench on a wall.,0,1
1139,./playground/data/mscoco/val2017/000000459153.jpg,A young male sitting on a park bench typing on a laptop. ,0,1
1140,./playground/data/mscoco/val2017/000000532058.jpg,A boy sipping a milk bottle while lying on a bed.,0,1
1141,./playground/data/mscoco/val2017/000000270297.jpg,A small train going down a steel track.,31,0
1142,./playground/data/mscoco/val2017/000000375493.jpg,A woman in yellow shirt and skirt with cats in grass.,0,1
1143,./playground/data/mscoco/val2017/000000354753.jpg,A street with traffic lights and cars at night.,4,1
1144,./playground/data/mscoco/val2017/000000006040.jpg,A blue and white train is moving on the rails. ,27,0
1145,./playground/data/mscoco/val2017/000000333402.jpg,A man standing in front of the open door of a bus.,22,0
1146,./playground/data/mscoco/val2017/000000314541.jpg,A large green field with a bench in the foreground.,7,1
1147,./playground/data/mscoco/val2017/000000151657.jpg,A man standing next to a woman in a living room.,304,0
1148,./playground/data/mscoco/val2017/000000276720.jpg,An empty street with brick buildings and cars.,1,1
1149,./playground/data/mscoco/val2017/000000506454.jpg,A park bench that is sitting in grass under a tree.,0,1
1150,./playground/data/mscoco/val2017/000000072852.jpg,A dilapidated bicycle frame underneath a Pedestrian Zone Sign.,0,1
1151,./playground/data/mscoco/val2017/000000311883.jpg,A train moving along a track during the day.,7,1
1152,./playground/data/mscoco/val2017/000000277051.jpg,two little sparrows standing on a table by a knife,0,1
1153,./playground/data/mscoco/val2017/000000476704.jpg,A bus on the street next to the lamp post.  ,90,0
1154,./playground/data/mscoco/val2017/000000303908.jpg,A bench outside near a body of water during the day.,2,1
1155,./playground/data/mscoco/val2017/000000575187.jpg,A giraffe sticks his nose and tongue out of a wire fence to accept something a man is offering him.,0,1
1156,./playground/data/mscoco/val2017/000000561679.jpg,A big orange sign about street maintenance near a street.,0,1
1157,./playground/data/mscoco/val2017/000000523194.jpg,A fire hydrant on the side of a road.,17,0
1158,./playground/data/mscoco/val2017/000000122606.jpg,A bus going to crosstown parked on side of road.,0,1
1159,./playground/data/mscoco/val2017/000000460379.jpg,"Two Giraffes are in the wilderness, possibly eating. ",35,0
1160,./playground/data/mscoco/val2017/000000047010.jpg,A pond of water with three giraffe walking in the dirt.,0,1
1161,./playground/data/mscoco/val2017/000000171050.jpg,A brown and gold fire hydrant in front of a brick building.,0,1
1162,./playground/data/mscoco/val2017/000000528862.jpg,In a large area many giraffes stand behind a fenced area.,6,1
1163,./playground/data/mscoco/val2017/000000058636.jpg,A large wooden pole with a green street sign hanging from it.,10,0
1164,./playground/data/mscoco/val2017/000000106281.jpg,Two trains passing each other on seperate tacks.,1,1
1165,./playground/data/mscoco/val2017/000000542856.jpg,a public transportation bus with an advertisement on the side ,26,0
1166,./playground/data/mscoco/val2017/000000121153.jpg,A white road sign suspended over a highway.,2,1
1167,./playground/data/mscoco/val2017/000000186938.jpg,A small bird standing on a rocky ground.,11,0
1168,./playground/data/mscoco/val2017/000000534639.jpg,A modern train running on tracks near a station.,93,0
1169,./playground/data/mscoco/val2017/000000528977.jpg,"Street signs, graffiti, old buildings and a bridge.",0,1
1170,./playground/data/mscoco/val2017/000000283318.jpg,A fire hydrant and some cars on the side of the street.,281,0
1171,./playground/data/mscoco/val2017/000000104198.jpg,A sign is next to an ornate white gazebo.,2,1
1172,./playground/data/mscoco/val2017/000000550084.jpg,A green sign says Thruway one fourth mile.,0,1
1173,./playground/data/mscoco/val2017/000000212559.jpg,A stable full of lambs standing and laying around.,0,1
1174,./playground/data/mscoco/val2017/000000127624.jpg,A train next to a train station with city in background.,9,1
1175,./playground/data/mscoco/val2017/000000301981.jpg,A giraffe caged in while grass falling from his mouth. ,5,1
1176,./playground/data/mscoco/val2017/000000323571.jpg,A street sign on the street near a building.,91,0
1177,./playground/data/mscoco/val2017/000000297343.jpg,A stop sign has been placed upside-down in the grass beside a building. ,20,0
1178,./playground/data/mscoco/val2017/000000134689.jpg,there is a very tall giraffe standing in the wild,2,1
1179,./playground/data/mscoco/val2017/000000098261.jpg,Two brown and black birds staring on a curved wire.,30,0
1180,./playground/data/mscoco/val2017/000000056545.jpg,A gray bird is standing on small brown branch.,1,1
1181,./playground/data/mscoco/val2017/000000440508.jpg,A long orange train traveling through a rural green countryside.,8,1
1182,./playground/data/mscoco/val2017/000000213605.jpg,A bus parked next to a white building with red trimming. ,47,0
1183,./playground/data/mscoco/val2017/000000343496.jpg,A person walking by stop sign at street intersection.,8,1
1184,./playground/data/mscoco/val2017/000000565607.jpg,A green fire hydrant next to field of colorful flowers.,9,1
1185,./playground/data/mscoco/val2017/000000233567.jpg,A goat is standing in a barn by some hay.,2,1
1186,./playground/data/mscoco/val2017/000000410712.jpg,A yellow and black traffic sign with buildings in background.,3,1
1187,./playground/data/mscoco/val2017/000000184321.jpg,A train traveling down tracks next to lights.,17,0
1188,./playground/data/mscoco/val2017/000000432553.jpg,A couple of dogs viewing something as a person sits in a chair.,3,1
1189,./playground/data/mscoco/val2017/000000456559.jpg,A man wearing sunglasses and a black hat.,0,1
1190,./playground/data/mscoco/val2017/000000339870.jpg,A tall church tower sitting on the side of a road.,15,0
1191,./playground/data/mscoco/val2017/000000213593.jpg,A red stop sign sitting on the side of a tall building.,0,1
1192,./playground/data/mscoco/val2017/000000463618.jpg,A woman holding a baby next to a bird cage.,0,1
1193,./playground/data/mscoco/val2017/000000563603.jpg,A herd of giraffe standing next to each other next to a pond.,2,1
1194,./playground/data/mscoco/val2017/000000150265.jpg,A group of people walking down a sidewalk.,3,1
1195,./playground/data/mscoco/val2017/000000288882.jpg,Two large giraffes inside a fenced area interact with one another,7,1
1196,./playground/data/mscoco/val2017/000000176847.jpg,Black birds picking berries out of the tree,0,1
1197,./playground/data/mscoco/val2017/000000560371.jpg,Street signs from the corner of 8th ave. and 22 3/4 st.,4,1
1198,./playground/data/mscoco/val2017/000000127135.jpg,Small black and white pig on wheeled cart with protest sign.,1,1
1199,./playground/data/mscoco/val2017/000000247838.jpg,A small herd of buffalo resting on the ither side of the stream.,0,1
1200,./playground/data/mscoco/val2017/000000357060.jpg,A bird is trying to find food in the water. ,2,1
1201,./playground/data/mscoco/val2017/000000184400.jpg,A train as it travels down the tracks over a bridge.,8,1
1202,./playground/data/mscoco/val2017/000000252332.jpg,A stop sign is shown among foliage and grass.,2,1
1203,./playground/data/mscoco/val2017/000000287291.jpg,A city street with buildings and cars on a rainy day.,12,0
1204,./playground/data/mscoco/val2017/000000042628.jpg,Snow piled high around pipes with people walking in background,0,1
1205,./playground/data/mscoco/val2017/000000033707.jpg,Two giraffes are standing next to a building.,29,0
1206,./playground/data/mscoco/val2017/000000546829.jpg,A small white dog on a wooden bench.,0,1
1207,./playground/data/mscoco/val2017/000000038048.jpg,A red fire hydrant on a city sidewalk.,0,1
1208,./playground/data/mscoco/val2017/000000097988.jpg,"Man standing under banner that reads ""Run for Rights""",0,1
1209,./playground/data/mscoco/val2017/000000478286.jpg,The train is traveling across the high bridge.,3,1
1210,./playground/data/mscoco/val2017/000000534394.jpg,A herd of sheep moving up over a wall to a field from a sidewalk.,0,1
1211,./playground/data/mscoco/val2017/000000436738.jpg,An intersection with antique cars and a bus at it.,4,1
1212,./playground/data/mscoco/val2017/000000259382.jpg,Giraffe inside rock walls standing and bowing its head.,13,0
1213,./playground/data/mscoco/val2017/000000162130.jpg,A wooden bench is sitting next to a grassy field.,0,1
1214,./playground/data/mscoco/val2017/000000147223.jpg,A small bus parked in front of a bus stop.,25,0
1215,./playground/data/mscoco/val2017/000000140583.jpg,A group of donkeys on the side of the road.,1,1
1216,./playground/data/mscoco/val2017/000000418959.jpg,A duck standing on a pile of debris in water,0,1
1217,./playground/data/mscoco/val2017/000000396568.jpg,An orange and black train with train cars passing trees.,4,1
1218,./playground/data/mscoco/val2017/000000396903.jpg,Small red propeller airplane sitting on an airport runway. ,14,0
1219,./playground/data/mscoco/val2017/000000507797.jpg,Two buses parked next to each other in front of a building.,131,0
1220,./playground/data/mscoco/val2017/000000389684.jpg,The pedestrian is walking down the side of the highway by the bus.,1,1
1221,./playground/data/mscoco/val2017/000000548267.jpg,A herd of sheep grazing on a lush green field.,8,1
1222,./playground/data/mscoco/val2017/000000397639.jpg,A large white sheep next to a small black one,2,1
1223,./playground/data/mscoco/val2017/000000279714.jpg,Closeup of a button in front of the Louisville Slugger factory in KY.,0,1
1224,./playground/data/mscoco/val2017/000000553511.jpg,View of high rises on a city street.,2,1
1225,./playground/data/mscoco/val2017/000000115946.jpg,A street intersection with old buildings in the background.,1,1
1226,./playground/data/mscoco/val2017/000000562448.jpg,A white bus is driving down the street,0,1
1227,./playground/data/mscoco/val2017/000000489842.jpg,All of the children are gathered around Santa Claus.,0,1
1228,./playground/data/mscoco/val2017/000000130566.jpg,A yellow train on the tracks with several cars,46,0
1229,./playground/data/mscoco/val2017/000000410428.jpg,A herd of sheep are grazing in a green field.,23,0
1230,./playground/data/mscoco/val2017/000000514540.jpg,"A city street corner with a street pole that has one way signs and a light on the top, and a building in the background.",117,0
1231,./playground/data/mscoco/val2017/000000000724.jpg,A stop sign is mounted upside-down on it's post. ,1,1
1232,./playground/data/mscoco/val2017/000000358923.jpg,A woman with an umbrella hat talks on her cell phone. ,0,1
1233,./playground/data/mscoco/val2017/000000002923.jpg,A marsh area with egrets and shrimp boats,0,1
1234,./playground/data/mscoco/val2017/000000249643.jpg,A train traveling down train tracks near a train station.,1,1
1235,./playground/data/mscoco/val2017/000000001532.jpg,A street scene with focus on the street signs on an overpass.,2,1
1236,./playground/data/mscoco/val2017/000000079408.jpg,A red stop sign sitting next to a forest.,18,0
1237,./playground/data/mscoco/val2017/000000255749.jpg,A bus stopped at a curb to allow people to board the bus. ,21,0
1238,./playground/data/mscoco/val2017/000000226111.jpg,"A No bicycles, skates or skateboards sign on a pole.",1,1
1239,./playground/data/mscoco/val2017/000000211674.jpg,Red double decker bus with people standing on top.,0,1
1240,./playground/data/mscoco/val2017/000000261161.jpg,A dog with a leash on is sitting near a park bench,0,1
1241,./playground/data/mscoco/val2017/000000015338.jpg,A yellow bus is on a street near a black guard rail.,4,1
1242,./playground/data/mscoco/val2017/000000022755.jpg,A rear view mirror sitting on the side of a yellow bus.,0,1
1243,./playground/data/mscoco/val2017/000000250205.jpg,Couple of Seagulls stand next to each other watching the same thing,0,1
1244,./playground/data/mscoco/val2017/000000065288.jpg,A yellow and green object with a brown bird perched on top of it.,37,0
1245,./playground/data/mscoco/val2017/000000041888.jpg,Three birds walking around a dry grass field.,0,1
1246,./playground/data/mscoco/val2017/000000008899.jpg,A red brick building with a graffiti covered front.,0,1
1247,./playground/data/mscoco/val2017/000000528524.jpg,The brown cows walking along a path in the field.,39,0
1248,./playground/data/mscoco/val2017/000000275791.jpg,A large trains travels past a river that contains several different boats,0,1
1249,./playground/data/mscoco/val2017/000000042178.jpg,Smoggy picture of many trains in a busy train station.,0,1
1250,./playground/data/mscoco/val2017/000000357748.jpg,A pink city bus at a bus stop.,15,0
1251,./playground/data/mscoco/val2017/000000505942.jpg,Two people have a conversation at an intersection,39,0
1252,./playground/data/mscoco/val2017/000000566436.jpg,A person sitting on a bench in a park.,2,1
1253,./playground/data/mscoco/val2017/000000542625.jpg,A bird sits on a parking meter with several parked cars in the street.,1,1
1254,./playground/data/mscoco/val2017/000000337987.jpg,Colorful bird sitting on a branch of a tree.,23,0
1255,./playground/data/mscoco/val2017/000000344909.jpg,A red and gold painted fire hydrant on the street,1,1
1256,./playground/data/mscoco/val2017/000000217614.jpg,A giraffe is walking in some tall grass,6,1
1257,./playground/data/mscoco/val2017/000000042070.jpg,A very big city bus on a big street.,51,0
1258,./playground/data/mscoco/val2017/000000372203.jpg,A wooden bench and a fire hydrant on a field.,15,0
1259,./playground/data/mscoco/val2017/000000452321.jpg,A large bus on the side of the road.,109,0
1260,./playground/data/mscoco/val2017/000000128372.jpg,People loading onto a orange and silver metro bus.,1,1
1261,./playground/data/mscoco/val2017/000000486046.jpg,a giraffe staring right into the camera ,8,1
1262,./playground/data/mscoco/val2017/000000414133.jpg,A sign on small post in grass corner of residential parking lot.,1,1
1263,./playground/data/mscoco/val2017/000000163314.jpg,People are walking in front of some shops.,5,1
1264,./playground/data/mscoco/val2017/000000578093.jpg,a white yellow and blue train at an empty train station,3,1
1265,./playground/data/mscoco/val2017/000000369442.jpg,A group of people standing around a herd of animals in a city.,3,1
1266,./playground/data/mscoco/val2017/000000221155.jpg,a couple of animals walking around a farm ,12,0
1267,./playground/data/mscoco/val2017/000000434247.jpg,A group of people riding horses on top of a sandy beach.,0,1
1268,./playground/data/mscoco/val2017/000000498857.jpg,A giraffe eats leaves through a wire fence.,4,1
1269,./playground/data/mscoco/val2017/000000095843.jpg,A double decker bus is shown that is not in service.,6,1
1270,./playground/data/mscoco/val2017/000000415536.jpg,A bus is driving on a wet road with many green trees on the roadside.,0,1
1271,./playground/data/mscoco/val2017/000000500826.jpg,A pole with three road signs stands in front of a building.,29,0
1272,./playground/data/mscoco/val2017/000000151857.jpg,a black and white photo of a train ,1,1
1273,./playground/data/mscoco/val2017/000000186637.jpg,a giraffe eating food from a food dispenser ,1,1
1274,./playground/data/mscoco/val2017/000000226154.jpg,A green and white bus on street next to dirt area.,2,1
1275,./playground/data/mscoco/val2017/000000321887.jpg,White sheep standing in front of a colorful wall in a building. ,0,1
1276,./playground/data/mscoco/val2017/000000147725.jpg,a public transit bus on a city street ,2,1
1277,./playground/data/mscoco/val2017/000000001353.jpg,some children are riding on a mini orange train,0,1
1278,./playground/data/mscoco/val2017/000000196754.jpg,There is a stop sign outside of a bus window.,2,1
1279,./playground/data/mscoco/val2017/000000340272.jpg,Three sheep are grazing in the field next to the water.,0,1
1280,./playground/data/mscoco/val2017/000000198960.jpg,A group of sheep standing next to each other on a field.,16,0
1281,./playground/data/mscoco/val2017/000000475732.jpg,A yellow cat is wearing a blue plastic baseball hat.,0,1
1282,./playground/data/mscoco/val2017/000000550349.jpg,A bus about to stop to pick up passengers.,63,0
1283,./playground/data/mscoco/val2017/000000310622.jpg,"Corner of Broadway, West 32nd Street, and Korea Way.",0,1
1284,./playground/data/mscoco/val2017/000000206994.jpg,Single train parked at a train station on a clear day.,16,0
1285,./playground/data/mscoco/val2017/000000389532.jpg,silohette of a man against  the whiteness of the sky surrounding him,1,1
1286,./playground/data/mscoco/val2017/000000475904.jpg,A swan in the water near a boat tied to a dock.,0,1
1287,./playground/data/mscoco/val2017/000000011615.jpg,a stack of traffic signs on a pole next to a street.,58,0
1288,./playground/data/mscoco/val2017/000000005037.jpg,A passenger bus pulling up to the side of a street.,128,0
1289,./playground/data/mscoco/val2017/000000159684.jpg,A high speed train is seen in the station.,3,1
1290,./playground/data/mscoco/val2017/000000372819.jpg,Four smaller dogs are running away from the women on the bench. ,0,1
1291,./playground/data/mscoco/val2017/000000049259.jpg,A man with his shirt off sitting by the shoreline sunning himself. ,10,0
1292,./playground/data/mscoco/val2017/000000482477.jpg,there is a bird that is sitting at the top of a branch,24,0
1293,./playground/data/mscoco/val2017/000000387387.jpg,A yellow bus that is sitting in the grass.,1,1
1294,./playground/data/mscoco/val2017/000000204871.jpg,A red fire hydrant with a sticker of several animals on it,1,1
1295,./playground/data/mscoco/val2017/000000138979.jpg,A large white bus sitting in front of a tall building.,7,1
1296,./playground/data/mscoco/val2017/000000005992.jpg,A small group of sheep standing together next to a building.,3,1
1297,./playground/data/mscoco/val2017/000000172856.jpg,a stop sign and two brown and white street signs ,7,1
1298,./playground/data/mscoco/val2017/000000193717.jpg,a fire hyrdant sitting on the sidewalk next to the road ,12,0
1299,./playground/data/mscoco/val2017/000000320232.jpg,"Buildings with large signs ""Park Here"" with rainy cement",0,1
1300,./playground/data/mscoco/val2017/000000100723.jpg,A large group of people standing in the street.,27,0
1301,./playground/data/mscoco/val2017/000000289594.jpg,A man in a hat leaning against a pole,54,0
1302,./playground/data/mscoco/val2017/000000333697.jpg,Two street signs on the corner of a stone wall.,0,1
1303,./playground/data/mscoco/val2017/000000017031.jpg,A very cute giraffe making a funny face.,0,1
1304,./playground/data/mscoco/val2017/000000053529.jpg,A dog with a hat and a person in a truck.,1,1
1305,./playground/data/mscoco/val2017/000000545407.jpg,A side view of a plane flying in the clear blue sky,9,1
1306,./playground/data/mscoco/val2017/000000303863.jpg,A train is traveling down the rail road tracks. ,158,0
1307,./playground/data/mscoco/val2017/000000323751.jpg,A train is making its way down the tracks. ,58,0
1308,./playground/data/mscoco/val2017/000000338191.jpg,Several different fire hydrants that have been painted various colors.,0,1
